,id,first_name,last_name,purchasedate,moneyspent,gamedate
464,1512,Dawn,Mitchell,2023-07-21,85,2023-08-31
465,392,Randall,Delacruz,2023-09-10,92,2023-09-16
466,2220,Dustin,Gardner,2019-10-08,150,2019-10-19
467,2195,Robert,Thompson,2019-08-19,41,2019-10-19
468,547,Tara,Martinez,2022-08-10,127,2022-10-15
469,3387,Joshua,Evans,2021-10-30,117,2021-10-30
470,3823,Ian,Howard,2022-06-18,134,2022-09-24
471,2394,Daniel,Hernandez,2022-08-06,79,2022-11-12
472,1223,Katie,Garcia,2022-10-25,106,2022-10-29
473,3663,Misty,Cole,2019-08-18,113,2019-09-21
474,2294,Nancy,Taylor,2019-10-21,131,2019-11-09
475,991,Karen,Horn,2022-08-10,120,2022-11-12
476,2204,Sara,Fletcher,2023-07-25,53,2023-09-16
477,3363,Joshua,Miller,2022-09-07,50,2022-10-22
478,18,Jennifer,Rollins,2023-07-06,114,2023-09-16
479,1348,Brittney,Sandoval,2023-10-02,31,2023-10-07
480,1026,Gary,King,2022-08-06,133,2022-10-22
481,2440,Ashlee,York,2021-06-22,119,2021-09-02
482,1472,Michele,Harris,2020-09-02,116,2020-10-24
483,1428,Derrick,Mitchell,2020-09-06,89,2020-10-24
484,1443,Tammie,Lewis,2020-07-04,34,2020-10-10
485,1150,Daniel,Turner,2019-08-27,75,2019-10-12
486,3836,Robert,Porter,2023-08-06,84,2023-09-16
487,431,Adam,Franco,2022-08-28,150,2022-10-22
488,799,Mckenzie,Hayes,2020-09-10,34,2020-11-14
489,2479,Jessica,Tran,2019-09-15,96,2019-11-09
490,1567,Todd,Carrillo,2022-07-27,144,2022-10-08
491,1325,Alyssa,Lopez,2022-09-08,101,2022-09-24
492,1228,Anthony,Barrett,2020-09-28,50,2020-11-14
493,489,Jonathan,Diaz,2019-07-17,33,2019-08-31
494,2147,Alisha,Robinson,2020-10-16,135,2020-11-14
495,2132,Catherine,Edwards,2021-07-12,43,2021-10-16
496,1468,Frank,Freeman,2020-08-10,112,2020-11-14
497,3023,Randall,Fleming,2020-08-17,121,2020-10-10
498,3687,Cindy,Sanford,2022-08-12,32,2022-10-29
499,3885,Mary,Sharp,2019-08-19,90,2019-08-31
500,2086,Drew,Brooks,2023-08-29,81,2023-08-31
501,1069,Heather,Lozano,2019-10-02,141,2019-10-19
502,2185,Bobby,Allen,2023-07-19,69,2023-08-31
503,980,Clayton,Johnson,2023-07-11,147,2023-10-07
504,2049,Casey,Warner,2019-07-09,139,2019-09-21
505,1669,John,Burns,2019-08-31,112,2019-08-31
506,1293,Sara,Johnson,2022-09-30,112,2022-11-12
507,2814,Peter,Thompson,2023-09-04,110,2023-10-28
508,3282,Michael,Davenport,2019-10-07,53,2019-11-09
509,3208,George,Arnold,2021-10-01,81,2021-10-02
510,3623,Philip,Khan,2023-07-07,142,2023-10-07
511,1649,Patrick,White,2021-08-08,121,2021-10-16
512,2117,Jessica,Davis,2019-06-14,91,2019-08-31
513,2776,Heather,Barnes,2023-07-17,116,2023-08-31
514,2366,Christopher,Cunningham,2022-07-21,122,2022-10-22
515,811,Brittany,Randall,2019-07-09,36,2019-08-31
516,2558,Brian,Camacho,2021-06-16,65,2021-09-02
517,1740,Elizabeth,Powell,2019-07-18,70,2019-10-12
518,3919,Michael,Dawson,2019-10-16,134,2019-11-09
519,1611,Jasmine,Scott,2019-08-12,119,2019-08-31
520,3692,Jonathan,Bullock,2021-09-15,75,2021-10-16
521,948,Ashley,Richard,2023-08-02,77,2023-08-31
522,2121,Jeffrey,Miranda,2019-07-26,67,2019-09-21
523,28,Shawn,Paul,2021-08-29,70,2021-09-02
524,755,Anthony,Wilkins,2019-08-31,43,2019-11-30
525,2272,Aaron,Patel,2019-07-25,103,2019-10-19
526,1071,Mercedes,Howard,2019-07-17,80,2019-09-21
527,218,Michael,Bryant,2023-07-19,113,2023-10-07
528,536,Julie,Day,2022-09-09,117,2022-11-12
529,3832,Kimberly,Lopez,2023-08-16,64,2023-08-31
530,3163,Donald,George,2023-06-19,37,2023-09-16
531,2877,Amy,Myers,2019-07-30,116,2019-08-31
532,1974,Patricia,Gonzales,2022-09-26,72,2022-11-12
533,1820,Dana,Duffy,2023-07-15,43,2023-10-07
534,691,David,Robinson,2022-06-22,102,2022-09-24
535,1265,Amy,Sandoval,2019-08-12,46,2019-11-09
536,524,John,Ortega,2020-08-23,87,2020-10-10
537,3551,Justin,Mitchell,2019-10-17,125,2019-11-09
538,322,Jacob,Ayala,2020-09-29,121,2020-10-24
539,3648,Jorge,Lewis,2021-07-04,90,2021-10-02
540,975,Andrew,Steele,2023-08-06,93,2023-09-16
541,1687,David,Cannon,2020-08-26,59,2020-10-10
542,809,Robert,Combs,2022-08-11,51,2022-10-22
543,1685,Michelle,Jefferson,2022-08-03,119,2022-10-22
544,1944,Stephanie,Forbes,2021-08-02,130,2021-10-16
545,2319,Matthew,Moore,2021-09-17,118,2021-10-16
546,3432,William,Kim,2019-08-20,143,2019-09-21
547,523,Angela,Anderson,2023-08-01,54,2023-10-28
548,1320,Thomas,Boone,2022-08-29,36,2022-10-29
549,585,Claudia,Giles,2022-07-15,68,2022-10-15
550,3157,Lisa,Frost,2023-09-06,39,2023-10-07
551,1565,Stephanie,Bailey,2021-07-25,115,2021-10-02
552,1725,Kimberly,Baker,2019-07-23,77,2019-09-21
553,594,Nancy,Kelley,2020-08-10,137,2020-10-10
554,741,Robert,Schroeder,2022-09-02,44,2022-09-24
555,2831,Michele,Carpenter,2022-10-26,71,2022-11-12
556,3841,Susan,Kelly,2023-06-28,125,2023-08-31
557,2835,Travis,Green,2022-09-13,133,2022-09-24
558,952,Anthony,Copeland,2022-08-07,148,2022-10-22
559,2772,Brandi,Mckee,2019-09-11,38,2019-10-12
560,848,Martin,Watson,2022-10-04,43,2022-10-29
561,3246,Erin,Roman,2020-08-08,101,2020-11-14
562,1655,Kenneth,Hardy,2022-10-15,85,2022-10-29
563,451,Timothy,Vazquez,2021-10-09,121,2021-10-16
564,3800,Benjamin,Lam,2023-08-02,95,2023-10-28
565,631,Lindsay,Phillips,2021-07-11,85,2021-09-02
566,418,Elizabeth,Jackson,2022-07-20,58,2022-10-08
567,1365,Samantha,Medina,2019-07-15,136,2019-09-21
568,2264,Megan,Mata,2020-07-31,58,2020-10-10
569,3675,Matthew,Coleman,2022-09-01,41,2022-10-29
570,1210,Susan,White,2021-09-08,133,2021-10-30
571,880,Rachel,Savage,2020-08-08,70,2020-10-24
572,3401,Laurie,Baker,2021-09-07,79,2021-10-16
573,3620,Craig,Cochran,2021-08-02,106,2021-10-02
574,855,James,Wang,2023-07-28,141,2023-08-31
575,2277,Bradley,Goodwin,2023-09-28,127,2023-10-07
576,958,Robin,Smith,2022-09-28,135,2022-11-12
577,2829,Manuel,Choi,2019-11-20,50,2019-11-30
578,2607,Andre,Perez,2019-10-15,80,2019-11-30
579,2992,Kimberly,Ramirez,2019-09-29,40,2019-10-19
580,3793,Tracey,Simpson,2019-08-04,133,2019-10-12
581,3927,Sheryl,Moore,2019-10-01,59,2019-11-30
582,2473,Lisa,Pollard,2023-06-13,90,2023-09-16
583,3161,Robert,Phelps,2021-08-14,111,2021-09-02
584,3678,Mathew,Arnold,2022-09-06,45,2022-11-12
585,1321,Kaitlyn,Nelson,2019-11-20,66,2019-11-30
586,3366,Charles,Martinez,2021-07-17,68,2021-10-02
587,381,James,Rowe,2022-09-12,135,2022-10-29
588,3000,Kimberly,Ellison,2019-10-05,91,2019-11-09
589,3547,Jacob,Gutierrez,2019-06-04,142,2019-08-31
590,2120,Erik,Russell,2023-08-11,34,2023-10-28
591,705,Chelsey,Williamson,2023-09-05,40,2023-09-16
592,3956,Selena,Brown,2020-10-01,33,2020-10-24
593,2001,Douglas,Foster,2019-10-30,32,2019-11-09
594,738,William,Leonard,2023-08-15,46,2023-10-28
595,559,Austin,Weaver,2021-06-16,116,2021-09-02
596,2741,Kathleen,Owens,2020-09-06,117,2020-11-14
597,357,Mark,Graham,2022-10-07,125,2022-10-29
598,1141,Daniel,Jones,2021-07-01,51,2021-10-02
599,37,Brittney,Lee,2022-09-08,67,2022-10-15
600,3176,Jeff,Thompson,2020-09-17,97,2020-11-14
601,2785,Jessica,Hudson,2023-08-22,144,2023-09-16
602,267,Adam,Haley,2021-09-23,91,2021-10-30
603,3656,Christina,Gonzalez,2021-08-06,140,2021-09-02
604,2924,Ann,Nunez,2019-10-16,141,2019-10-19
605,916,Yolanda,Martinez,2022-06-28,55,2022-09-24
606,3754,Deborah,Moore,2022-09-05,89,2022-10-22
607,220,Jacob,Collier,2023-09-08,147,2023-09-16
608,2441,Christopher,Scott,2019-06-04,121,2019-08-31
609,3630,Michael,Gordon,2020-09-13,110,2020-10-10
610,1463,Brent,Brown,2019-08-15,90,2019-10-12
611,1867,Tammy,Rodriguez,2020-08-03,94,2020-10-10
612,266,Damon,Perez,2023-09-13,67,2023-09-16
613,3420,Corey,Arnold,2021-07-04,81,2021-09-02
614,1631,Mary,Burke,2022-09-30,49,2022-10-29
615,2732,Vanessa,Mendoza,2023-09-30,134,2023-10-07
616,3340,Thomas,Garner,2021-05-25,69,2021-09-02
617,3171,Keith,Smith,2021-06-20,92,2021-09-02
618,483,John,Burnett,2022-07-14,41,2022-09-24
619,522,Christina,Daniels,2020-08-28,63,2020-10-24
620,729,Anthony,Mendoza,2023-07-18,61,2023-10-07
621,1296,Timothy,Haynes,2021-08-22,140,2021-09-02
622,1779,Jose,Larsen,2020-10-17,135,2020-11-14
623,1331,Peggy,Long,2019-08-25,55,2019-09-21
624,595,Ashley,Farley,2020-08-29,71,2020-10-24
625,1570,Karen,Green,2019-11-25,106,2019-11-30
626,1997,Joanne,Robinson,2019-06-28,117,2019-09-21
627,303,Andrew,Moreno,2023-06-18,36,2023-08-31
628,3181,Julie,Hall,2022-10-11,53,2022-10-22
629,1388,Jonathan,Klein,2019-09-14,44,2019-10-12
630,2247,Diana,Moore,2021-09-04,80,2021-10-30
631,1887,Richard,Prince,2023-10-02,137,2023-10-28
632,1161,Kevin,Guzman,2022-10-29,34,2022-10-29
633,2956,Michael,Fisher,2019-09-16,92,2019-10-19
634,3508,Donna,Boyer,2022-07-17,147,2022-10-08
635,1756,Timothy,Weaver,2023-06-16,119,2023-09-16
636,2175,Jennifer,Watson,2023-08-14,61,2023-10-28
637,3614,Terri,Stewart,2020-08-03,92,2020-10-10
638,1003,James,Bowman,2019-08-12,63,2019-11-09
639,3674,Juan,Hill,2021-06-25,99,2021-09-02
640,758,Taylor,Sellers,2020-11-04,37,2020-11-14
641,2154,Mary,Allen,2021-09-01,92,2021-10-30
642,3711,Michael,Jones,2022-08-19,65,2022-09-24
643,3564,Mark,Armstrong,2022-11-10,57,2022-11-12
644,2798,Alexander,Travis,2022-08-25,32,2022-11-12
645,3355,Kendra,Madden,2020-09-20,149,2020-11-14
646,1202,Cameron,Elliott,2019-08-08,108,2019-10-19
647,2335,Michael,Hutchinson,2023-10-21,77,2023-10-28
648,30,Brian,James,2022-07-28,142,2022-09-24
649,528,Kara,Gonzalez,2022-09-05,78,2022-10-22
650,377,Nathan,Ho,2021-08-16,55,2021-10-16
651,2107,Derrick,Ferguson,2019-08-10,112,2019-10-19
652,569,Jeanne,Allen,2022-08-25,61,2022-10-15
653,3137,Lauren,Maldonado,2021-07-12,111,2021-09-02
654,1981,Virginia,Hale,2023-06-20,36,2023-08-31
655,3963,Deborah,Riley,2022-07-31,133,2022-09-24
656,440,Diana,Hayes,2022-08-07,103,2022-09-24
657,591,Scott,Patton,2019-09-26,112,2019-11-30
658,3970,Eddie,Garner,2022-10-20,132,2022-11-12
659,3002,Jacqueline,Brown,2022-06-30,86,2022-10-08
660,553,Justin,Navarro,2023-06-29,33,2023-08-31
661,2664,Theresa,Stone,2019-07-26,54,2019-09-21
662,1824,Benjamin,Williams,2023-06-29,119,2023-10-07
663,3751,David,Castro,2019-10-01,119,2019-11-30
664,936,Cesar,Smith,2021-06-04,53,2021-09-02
665,269,Dawn,Serrano,2022-09-21,145,2022-10-08
666,412,Crystal,Graham,2019-10-10,42,2019-10-12
667,7,Alexander,Chapman,2020-10-20,76,2020-10-24
668,1508,William,Bell,2023-09-08,41,2023-10-28
669,2661,James,Odonnell,2019-09-20,106,2019-11-30
670,443,Amy,Dean,2023-09-20,55,2023-10-07
671,2406,Christina,Nelson,2019-06-02,143,2019-08-31
672,3693,Jacob,Rose,2019-07-06,137,2019-08-31
673,2597,Olivia,Powell,2019-07-01,59,2019-09-21
674,3227,George,Lewis,2019-09-01,54,2019-09-21
675,629,Lucas,Shaffer,2020-08-04,140,2020-10-10
676,657,Jeffrey,Gay,2022-09-18,36,2022-11-12
677,2334,Elizabeth,Davis,2019-10-08,41,2019-11-09
678,596,Sean,Moore,2019-09-17,125,2019-09-21
679,3439,Jacob,Taylor,2019-09-08,52,2019-09-21
680,839,Katherine,Henderson,2020-08-05,99,2020-10-10
681,2250,Lindsey,Brown,2019-06-30,120,2019-08-31
682,66,Samuel,Miller,2019-09-12,38,2019-11-30
683,81,Daniel,Ferguson,2019-09-13,135,2019-10-12
684,2744,Ashley,Simmons,2019-09-04,54,2019-10-12
685,2104,Janet,Graham,2022-09-26,141,2022-10-22
686,3320,Samantha,Peterson,2023-07-15,134,2023-10-07
687,137,Lindsey,Reid,2019-09-27,150,2019-10-12
688,455,Eric,Gutierrez,2022-08-17,39,2022-10-15
689,3047,Beth,Hays,2022-08-25,33,2022-11-12
690,373,Craig,May,2019-09-23,105,2019-11-09
691,1581,Kayla,Smith,2020-07-08,52,2020-10-10
692,1768,Sabrina,Baldwin,2022-08-15,117,2022-10-29
693,3058,Derek,Day,2019-09-19,111,2019-10-12
694,2467,Thomas,Davis,2019-09-29,146,2019-10-12
695,2859,Kayla,Donovan,2021-09-10,105,2021-10-02
696,3219,Joseph,Dawson,2020-08-25,47,2020-10-24
697,817,Joy,Roberts,2020-07-30,150,2020-10-10
698,2813,Guy,White,2019-08-27,112,2019-11-30
699,1910,Cindy,Davidson,2023-08-16,113,2023-10-07
700,1593,Roberta,Berger,2023-06-05,69,2023-08-31
701,3288,Travis,West,2019-08-04,103,2019-09-21
702,3591,Thomas,James,2019-07-17,141,2019-10-19
703,2777,David,Myers,2022-07-25,75,2022-10-22
704,1419,Sarah,Williams,2022-09-07,51,2022-09-24
705,1902,Melissa,Lewis,2019-09-20,44,2019-11-09
706,294,Heidi,Brown,2022-07-11,30,2022-09-24
707,3066,Mike,Mendoza,2020-08-15,31,2020-10-10
708,714,Megan,Ashley,2020-08-30,62,2020-10-10
709,3497,Joyce,Jones,2022-07-20,109,2022-10-15
710,2110,Sherry,Flores,2019-06-17,107,2019-09-21
711,1046,Jacob,Murphy,2022-08-20,110,2022-11-12
712,3100,Marie,Cooper,2022-10-30,97,2022-11-12
713,1361,Francisco,Lewis,2021-07-08,44,2021-10-02
714,3316,Denise,Perry,2020-09-30,93,2020-11-14
715,589,David,Munoz,2023-07-25,100,2023-09-16
716,1677,Michael,Cox,2019-07-07,55,2019-08-31
717,1728,Michelle,Mayer,2022-08-08,73,2022-10-22
718,1074,Pamela,Bell,2021-08-31,83,2021-10-16
719,25,Mitchell,Pham,2021-08-22,88,2021-10-30
720,737,Diana,Singh,2022-09-16,146,2022-10-29
721,1268,Laurie,Nicholson,2021-06-21,37,2021-09-02
722,3972,Omar,Mercado,2019-10-17,87,2019-11-09
723,1837,Kenneth,Duncan,2022-09-25,134,2022-10-08
724,2494,Bonnie,Brown,2023-09-03,99,2023-10-07
725,781,Juan,Fisher,2020-08-27,125,2020-11-14
726,865,Dominic,White,2022-09-18,103,2022-10-22
727,1620,Daniel,Wagner,2022-07-28,103,2022-09-24
728,922,Shelley,Kelley,2022-06-23,50,2022-09-24
729,1332,Angelica,Coleman,2023-08-19,58,2023-09-16
730,2853,Andrea,Foster,2023-08-26,72,2023-09-16
731,3440,Jeffery,Wright,2021-08-09,136,2021-10-02
732,2790,Christopher,Gates,2022-07-31,114,2022-10-29
733,1342,William,Campbell,2021-09-25,128,2021-10-02
734,3780,Benjamin,Miller,2019-09-28,82,2019-10-12
735,1775,William,Edwards,2019-09-27,111,2019-11-09
736,1588,David,Scott,2020-09-11,84,2020-10-24
737,3537,Shannon,Figueroa,2022-07-21,116,2022-10-15
738,1083,Jonathan,Hill,2019-09-09,115,2019-09-21
739,621,Tina,White,2021-09-17,71,2021-10-02
740,711,David,Perez,2019-08-28,66,2019-11-09
741,2231,Cody,Rogers,2022-09-10,117,2022-09-24
742,3523,Andrea,Ray,2022-09-12,141,2022-11-12
743,2439,Dwayne,Garcia,2022-07-24,100,2022-09-24
744,326,Maxwell,Cook,2022-07-27,100,2022-10-29
745,3791,Shelley,Walker,2019-09-28,69,2019-10-12
746,2929,Melissa,Hernandez,2020-09-01,70,2020-10-10
747,1727,Cassandra,Berger,2023-08-29,121,2023-10-28
748,2634,Daniel,Choi,2019-08-14,83,2019-10-12
749,3877,Christine,Small,2023-07-26,96,2023-10-07
750,1650,Andre,Finley,2019-06-27,107,2019-09-21
751,184,Michael,Clark,2020-09-13,89,2020-10-10
752,1664,Alexandra,Anderson,2022-08-03,109,2022-10-08
753,1087,Kaitlyn,Estrada,2019-08-19,33,2019-10-19
754,2747,Peter,Nguyen,2021-06-04,138,2021-09-02
755,3376,Jon,Brooks,2020-10-11,65,2020-11-14
756,3042,Linda,Garcia,2020-08-15,113,2020-10-10
757,1240,Kendra,Phillips,2021-06-25,42,2021-09-02
758,3519,April,Liu,2019-09-02,110,2019-11-09
759,503,Anne,Bennett,2019-08-19,41,2019-08-31
760,3243,Tina,Sullivan,2020-07-31,31,2020-10-24
761,2285,Nicole,Horton,2022-08-17,48,2022-10-15
762,71,Sarah,Shaw,2021-10-01,55,2021-10-02
763,834,Michael,Morrow,2022-10-22,79,2022-10-22
764,1392,Ashley,Miller,2019-07-20,48,2019-08-31
765,1080,Adrian,Johnson,2019-08-22,136,2019-11-30
766,1119,Carol,Johnson,2022-10-25,110,2022-10-29
767,3040,Travis,Peck,2022-08-29,66,2022-10-15
768,351,Nicholas,Stephenson,2021-08-04,102,2021-10-16
769,2900,Terri,Mooney,2022-09-30,67,2022-10-29
770,3737,Matthew,Mason,2021-08-02,87,2021-10-16
771,2969,Elizabeth,Davis,2023-07-21,44,2023-10-28
772,1778,Brian,Bowen,2022-08-30,95,2022-09-24
773,2476,Sharon,Hart,2021-08-18,40,2021-09-02
774,1557,David,Bradshaw,2023-07-23,61,2023-10-28
775,1432,Lisa,Thomas,2022-08-25,105,2022-11-12
776,2053,Eric,Watts,2021-09-24,38,2021-10-30
777,2009,Jessica,Thompson,2022-09-08,39,2022-11-12
778,819,Reginald,Carr,2022-08-25,111,2022-11-12
779,2377,Brian,Cruz,2021-09-08,84,2021-10-02
780,191,James,Fowler,2019-07-23,114,2019-10-12
781,3275,Steven,Ortiz,2021-06-19,103,2021-09-02
782,1699,Ronald,Boyer,2021-07-22,134,2021-10-02
783,1451,Tyler,Keith,2021-06-12,39,2021-09-02
784,2393,Tina,Alvarado,2021-08-13,136,2021-10-16
785,124,Kenneth,Stevenson,2021-10-08,136,2021-10-16
786,3428,Rachel,Green,2022-09-18,32,2022-09-24
787,2098,Michael,Davis,2019-08-22,99,2019-11-30
788,1794,Michael,Carter,2022-07-17,53,2022-10-15
789,1549,Taylor,Jacobson,2023-08-13,62,2023-10-07
790,3825,Natalie,Martinez,2022-10-10,130,2022-10-29
791,1040,Brenda,Flynn,2021-06-26,42,2021-10-02
792,3297,Anthony,Smith,2023-07-12,125,2023-08-31
793,3030,Claire,Underwood,2021-09-28,52,2021-10-30
794,2707,Shelby,Trujillo,2020-10-11,77,2020-10-24
795,449,Billy,Benjamin,2021-08-23,131,2021-10-16
796,3517,Daniel,Williams,2023-06-29,87,2023-09-16
797,2283,Timothy,Martinez,2019-07-09,40,2019-08-31
798,978,Robert,Moore,2022-07-26,49,2022-09-24
799,2914,Dustin,Olson,2020-08-25,124,2020-11-14
800,0,Thomas,Reyes,2019-09-23,119,2019-11-30
801,3925,Virginia,Mcgee,2021-06-05,115,2021-09-02
802,325,Debra,Peters,2019-10-15,102,2019-11-09
803,2507,Mitchell,Davenport,2019-05-26,84,2019-08-31
804,376,Tony,Braun,2021-08-01,92,2021-10-16
805,429,Laura,Thompson,2022-09-29,146,2022-11-12
806,1020,Luis,Olson,2020-09-18,73,2020-10-10
807,1487,Diane,Booth,2019-08-25,103,2019-11-30
808,750,Danny,Anderson,2021-07-02,142,2021-10-02
809,1434,Scott,Sanchez,2023-08-21,65,2023-10-28
810,3548,Matthew,Thompson,2022-10-17,145,2022-10-22
811,1344,John,Burgess,2019-06-25,88,2019-09-21
812,1369,Edward,Hunter,2019-07-28,33,2019-10-19
813,1,Christopher,Pena,2022-07-29,148,2022-10-15
814,9,Paul,Marshall,2020-09-28,73,2020-10-24
815,84,Evelyn,Bradshaw,2021-07-07,120,2021-10-02
816,91,Whitney,Arias,2023-09-22,36,2023-10-28
817,108,Erica,Church,2021-10-24,43,2021-10-30
818,122,Caitlin,Campbell,2021-08-04,129,2021-10-02
819,136,Debbie,Moody,2019-08-11,34,2019-09-21
820,141,Shawn,Montes,2019-09-13,33,2019-11-09
821,146,Timothy,Weber,2021-09-08,52,2021-10-02
822,154,Holly,Little,2023-08-05,106,2023-09-16
823,161,Jeffrey,Skinner,2023-08-13,41,2023-10-07
824,180,Christian,Durham,2023-06-16,46,2023-08-31
825,188,Lauren,Lopez,2020-09-10,85,2020-11-14
826,189,Ryan,Cervantes,2021-09-02,52,2021-10-30
827,209,Melissa,Sanchez,2019-10-26,98,2019-11-30
828,213,Stephanie,Rice,2019-11-06,115,2019-11-09
829,216,Ann,Foster,2019-07-29,147,2019-10-19
830,228,Lauren,Roach,2019-06-13,104,2019-08-31
831,231,Holly,Levy,2021-08-26,147,2021-09-02
832,245,Debbie,Kennedy,2020-07-16,129,2020-10-24
833,247,Gregg,Castro,2022-09-14,46,2022-10-08
834,250,Rachael,Diaz,2019-06-12,118,2019-08-31
835,303,Andrew,Moreno,2021-08-29,54,2021-10-16
836,309,Tara,Roth,2023-09-02,115,2023-10-07
837,312,Julia,Morton,2020-08-10,115,2020-11-14
838,342,Elizabeth,Cantu,2021-07-26,133,2021-09-02
839,359,Peter,Mccarthy,2019-08-01,142,2019-08-31
840,360,Amanda,Roberts,2021-09-10,39,2021-10-02
841,376,Tony,Braun,2023-08-18,56,2023-10-28
842,380,Roberta,Chan,2022-07-22,142,2022-10-08
843,392,Randall,Delacruz,2019-11-25,82,2019-11-30
844,394,Donald,Dorsey,2022-10-26,80,2022-11-12
845,397,Kelly,Wheeler,2023-07-23,39,2023-10-07
846,398,Shane,Huffman,2019-09-21,135,2019-10-12
847,404,Elizabeth,Thomas,2020-07-11,89,2020-10-10
848,417,Ashley,Montgomery,2023-10-21,61,2023-10-28
849,425,Jonathan,Brown,2019-09-09,97,2019-11-09
850,430,Donna,Wright,2023-06-19,63,2023-09-16
851,450,Amber,Roberts,2022-10-17,55,2022-11-12
852,464,Michelle,Campbell,2023-10-15,144,2023-10-28
853,465,Anthony,Alexander,2022-10-25,89,2022-11-12
854,468,Timothy,Erickson,2021-05-25,71,2021-09-02
855,506,Bryan,Wilson,2021-06-23,116,2021-09-02
856,513,Brittany,Daniels,2019-08-20,55,2019-11-09
857,559,Austin,Weaver,2021-09-22,35,2021-10-30
858,577,Andrew,Williams,2023-06-15,96,2023-09-16
859,595,Ashley,Farley,2021-07-13,47,2021-09-02
860,632,William,Welch,2021-08-23,64,2021-10-02
861,633,Brian,Smith,2022-07-27,111,2022-10-08
862,637,Jennifer,Ingram,2023-07-02,133,2023-09-16
863,653,Michelle,Richardson,2019-11-05,123,2019-11-09
864,657,Jeffrey,Gay,2022-07-27,35,2022-10-29
865,663,Destiny,Howard,2022-08-19,93,2022-10-08
866,664,Justin,Leblanc,2023-07-03,111,2023-10-07
867,680,Ashley,Poole,2022-09-29,32,2022-10-15
868,704,Emily,Ayala,2020-10-09,101,2020-10-24
869,709,Christopher,Jennings,2020-09-22,111,2020-10-24
870,710,Brittany,Rogers,2020-08-31,36,2020-10-24
871,713,Christina,Blair,2023-07-21,50,2023-10-07
872,714,Megan,Ashley,2023-07-17,62,2023-08-31
873,717,Heather,Robinson,2022-09-11,71,2022-09-24
874,725,Joshua,Welch,2019-09-21,132,2019-11-09
875,728,Ryan,Horn,2021-06-30,91,2021-09-02
876,740,Annette,Carson,2019-06-26,50,2019-09-21
877,748,Angela,Butler,2022-08-19,100,2022-10-22
878,750,Danny,Anderson,2023-08-29,95,2023-10-07
879,751,Douglas,Gordon,2021-09-06,94,2021-10-16
880,762,Andrea,Larson,2023-08-02,43,2023-10-07
881,770,Brendan,Hicks,2023-09-19,136,2023-10-07
882,800,Kayla,Perry,2020-10-19,136,2020-10-24
883,809,Robert,Combs,2023-10-19,119,2023-10-28
884,810,Michael,Anderson,2019-07-19,132,2019-08-31
885,812,Stephanie,Bryant,2022-09-15,148,2022-10-08
886,819,Reginald,Carr,2022-10-10,57,2022-10-22
887,836,Ryan,Tucker,2019-09-16,114,2019-10-19
888,846,Maria,Schmidt,2022-08-13,84,2022-10-08
889,850,Heather,Reynolds,2019-10-08,98,2019-11-09
890,863,David,Johnson,2022-09-17,146,2022-10-22
891,868,Tyler,Rangel,2019-08-14,50,2019-09-21
892,880,Rachel,Savage,2019-08-30,95,2019-08-31
893,882,Logan,Moss,2023-10-19,85,2023-10-28
894,907,Phillip,Thomas,2022-09-26,90,2022-10-22
895,908,Cameron,Harrington,2023-06-18,56,2023-08-31
896,909,Stacey,Thomas,2020-08-22,127,2020-10-24
897,915,Jacob,Howard,2019-07-14,73,2019-10-19
898,923,Amy,Sullivan,2020-09-18,67,2020-10-24
899,942,Kevin,Evans,2019-07-20,38,2019-10-19
900,949,Paul,Boyd,2019-06-23,90,2019-09-21
901,953,Kimberly,Lozano,2021-06-16,105,2021-09-02
902,980,Clayton,Johnson,2019-07-25,71,2019-10-12
903,990,Rachel,Thompson,2019-06-30,51,2019-09-21
904,1011,James,White,2019-10-04,136,2019-11-09
905,1019,Ashley,Chandler,2019-11-08,86,2019-11-09
906,1020,Luis,Olson,2023-10-24,101,2023-10-28
907,1031,Daniel,Richard,2021-08-19,132,2021-10-30
908,1040,Brenda,Flynn,2019-10-04,114,2019-11-30
909,1059,James,Gonzales,2020-10-17,59,2020-10-24
910,1076,Robert,Riddle,2022-09-30,120,2022-10-29
911,1112,Gregory,Tran,2019-09-08,55,2019-10-19
912,1116,Troy,Conway,2023-06-16,86,2023-09-16
913,1120,Matthew,Faulkner,2022-09-21,37,2022-10-15
914,1140,Crystal,Alvarez,2021-09-20,122,2021-10-30
915,1172,Micheal,Perkins,2020-09-27,140,2020-10-24
916,1174,Michele,Baker,2019-08-24,71,2019-11-09
917,1179,Nathan,Brown,2020-07-17,95,2020-10-24
918,1183,Emily,Daniels,2022-07-31,122,2022-10-22
919,1204,Brian,Olson,2022-09-06,129,2022-09-24
920,1216,Robert,Bush,2019-08-19,60,2019-10-19
921,1235,Jason,Eaton,2019-07-16,64,2019-09-21
922,1271,Derek,Vargas,2021-08-03,51,2021-10-16
923,1302,Julie,Russell,2023-05-24,37,2023-08-31
924,1322,Nathaniel,Porter,2020-09-28,51,2020-10-24
925,1345,Crystal,Riley,2022-09-18,56,2022-10-08
926,1354,Douglas,Holloway,2023-06-15,132,2023-08-31
927,1360,Kimberly,Figueroa,2019-10-12,87,2019-11-30
928,1361,Francisco,Lewis,2022-09-11,76,2022-09-24
929,1367,Veronica,Bishop,2019-10-08,81,2019-11-30
930,1377,Cheryl,Rosales,2023-07-05,117,2023-10-07
931,1379,Paige,Ross,2022-07-29,47,2022-10-08
