,first_name,last_name,email,phone_number,isAlumni,footballGamesAttended,hasBookstorePurchases,totalspentonmerch,isOnMailingList,hasAttendedKSUGames,gameonedate,gameonespent,gametwodate,gametwospent,gamethreedate,gamethreespent
1149,Nicholas,Chandler,riveramelanie@example.org,296-418-1344x37328,False,0,True,9.0,False,False,--,0,--,0,--,0
1150,Makayla,Martinez,murraydavid@example.org,(648)501-7864,False,0,True,31.0,False,False,--,0,--,0,--,0
1151,Joshua,Bush,murillojessica@example.com,421-261-9447x13469,False,0,True,62.0,False,False,--,0,--,0,--,0
1152,Jason,Hunt,bellmark@example.org,603-787-6705,False,0,True,85.0,False,False,--,0,--,0,--,0
1153,Allison,Golden,kimberlygray@example.net,(209)878-3213,False,0,True,96.0,False,False,--,0,--,0,--,0
1154,Andrew,Little,richardroth@example.net,001-749-607-2641x754,False,0,True,67.0,False,False,--,0,--,0,--,0
1155,Corey,Newman,shirley19@example.net,996-663-5155,False,0,True,14.0,False,False,--,0,--,0,--,0
1156,Jennifer,Bradshaw,joseph20@example.com,204-899-1691x5613,False,0,True,85.0,False,False,--,0,--,0,--,0
1157,Brenda,Zimmerman,timothygardner@example.org,464.655.9544,False,0,True,109.0,False,False,--,0,--,0,--,0
1158,Lori,Scott,staciejones@example.net,+1-671-981-7129x47458,False,0,True,70.0,False,False,--,0,--,0,--,0
1159,Tracy,Brown,karenholmes@example.net,(464)525-4651x212,False,0,True,8.0,False,False,--,0,--,0,--,0
1160,Jessica,Larson,jeanettemanning@example.com,4159507382,False,0,True,73.0,False,False,--,0,--,0,--,0
1161,Susan,Ware,bryanstevens@example.com,7455599001,False,0,True,66.0,False,False,--,0,--,0,--,0
1162,Frances,Bishop,jmckinney@example.org,001-607-658-6830,False,0,True,132.0,False,False,--,0,--,0,--,0
1163,Jeremy,Avery,mccartyjesse@example.net,(501)246-8878,False,0,True,53.0,False,False,--,0,--,0,--,0
1164,Catherine,Boyer,dsutton@example.org,+1-428-201-6441,False,0,True,16.0,False,False,--,0,--,0,--,0
1165,David,Moore,morgandestiny@example.com,540-718-0928x1526,False,0,True,35.0,False,False,--,0,--,0,--,0
1166,Leslie,Day,lhughes@example.org,(953)997-4628x894,False,0,True,21.0,False,False,--,0,--,0,--,0
1167,Nicole,Hoover,seanharris@example.org,2606694709,False,0,True,40.0,False,False,--,0,--,0,--,0
1168,Stephen,Griffin,russellcarr@example.org,001-336-902-1341x33326,False,0,True,55.0,False,False,--,0,--,0,--,0
1169,Joshua,Ross,boonekeith@example.net,254.627.6563x58935,False,0,True,74.0,False,False,--,0,--,0,--,0
1170,Barry,Young,justinperez@example.net,001-241-728-1116x481,False,0,True,8.0,False,False,--,0,--,0,--,0
1171,William,Miller,hensleytravis@example.org,+1-693-809-0506x4141,False,0,True,87.0,False,False,--,0,--,0,--,0
1172,Lauren,Spears,evansdavid@example.net,001-944-742-7410x01366,False,0,True,110.0,False,False,--,0,--,0,--,0
1173,Daniel,Thomas,vargasbrian@example.org,001-487-896-8629x564,False,0,True,125.0,False,False,--,0,--,0,--,0
1174,Lisa,Nelson,cobbjonathan@example.com,453-628-5199x302,False,0,True,41.0,False,False,--,0,--,0,--,0
1175,Thomas,Hall,xramirez@example.net,+1-296-705-2562x3610,False,0,True,84.0,False,False,--,0,--,0,--,0
1176,Oscar,Sloan,bsimmons@example.org,918-260-8589x409,False,0,True,150.0,False,False,--,0,--,0,--,0
1177,Kenneth,Welch,tina74@example.com,(553)547-4253,False,0,True,98.0,False,False,--,0,--,0,--,0
1178,Cindy,Vincent,robertwilson@example.net,560-412-0844x899,False,0,True,150.0,False,False,--,0,--,0,--,0
1179,Joseph,Casey,martinzachary@example.org,4235378222,False,0,True,37.0,False,False,--,0,--,0,--,0
1180,Thomas,Barrera,buchanananthony@example.org,(917)928-8373x484,False,0,True,51.0,False,False,--,0,--,0,--,0
1181,Matthew,Clark,mackenziejensen@example.com,+1-525-805-6446x543,False,0,True,119.0,False,False,--,0,--,0,--,0
1182,Rachel,Morgan,campbellkelly@example.net,953.387.4374,False,0,True,122.0,False,False,--,0,--,0,--,0
1183,Anthony,Davis,clineamanda@example.org,(369)774-6963,False,0,True,129.0,False,False,--,0,--,0,--,0
1184,Richard,Smith,sharpscott@example.com,894-781-5120,False,0,True,33.0,False,False,--,0,--,0,--,0
1185,Eric,Lozano,alvarezjoe@example.com,737-490-7350x0500,False,0,True,56.0,False,False,--,0,--,0,--,0
1186,Adam,Meadows,angela90@example.org,001-370-570-1268x75354,False,0,True,133.0,False,False,--,0,--,0,--,0
1187,Rhonda,Sanchez,mcguirejessica@example.net,286-644-6485,False,0,True,2.0,False,False,--,0,--,0,--,0
1188,Valerie,Watkins,hmiller@example.net,825-729-8186,False,0,True,104.0,False,False,--,0,--,0,--,0
1189,Terry,Williams,dennis61@example.net,615.777.6246x9540,False,0,True,5.0,False,False,--,0,--,0,--,0
1190,Jack,Mason,christinarobinson@example.org,6755151762,False,0,True,65.0,False,False,--,0,--,0,--,0
1191,Debra,Jones,leonwilson@example.net,001-419-466-5342x8787,False,0,True,9.0,False,False,--,0,--,0,--,0
1192,Amy,Arnold,nathankerr@example.net,001-805-259-9505,False,0,True,77.0,False,False,--,0,--,0,--,0
1193,Michael,Hall,kwaller@example.com,(479)364-7388x6957,False,0,True,31.0,False,False,--,0,--,0,--,0
1194,Nicole,Bishop,garrett25@example.org,363-368-5042x1494,False,0,True,54.0,False,False,--,0,--,0,--,0
1195,Danielle,Navarro,rodriguezrichard@example.org,484-537-9094x771,False,0,True,16.0,False,False,--,0,--,0,--,0
1196,Nancy,Santos,sheri01@example.net,706-417-0733x041,False,0,True,85.0,False,False,--,0,--,0,--,0
1197,Kimberly,Wallace,erica69@example.org,(216)709-9626x540,False,0,True,136.0,False,False,--,0,--,0,--,0
1198,Ryan,Lloyd,ijimenez@example.net,899-831-7117x900,False,0,True,97.0,False,False,--,0,--,0,--,0
1199,Jodi,Fleming,tracy81@example.org,646.835.5227x4679,False,0,True,146.0,False,False,--,0,--,0,--,0
1200,Ashley,Jones,breyes@example.org,940.776.6895,False,0,True,110.0,False,False,--,0,--,0,--,0
1201,Allison,Schwartz,timothysalazar@example.com,(477)593-5193x73893,False,0,True,114.0,False,False,--,0,--,0,--,0
1202,Stephen,Armstrong,christineglover@example.com,001-625-266-4886x70653,False,0,True,136.0,False,False,--,0,--,0,--,0
1203,Elizabeth,Wolfe,jordan60@example.org,608-851-1268x9483,False,0,True,91.0,False,False,--,0,--,0,--,0
1204,William,Bishop,jeff50@example.com,+1-873-207-0226x5586,False,0,True,7.0,False,False,--,0,--,0,--,0
1205,Kathryn,Knight,hcantu@example.com,001-452-977-3751x405,False,0,True,144.0,False,False,--,0,--,0,--,0
1206,Don,Horn,garciaemily@example.org,001-630-899-9257x694,False,0,True,34.0,False,False,--,0,--,0,--,0
1207,Brooke,Chambers,matthewjackson@example.com,(445)245-9446x35178,False,0,True,137.0,False,False,--,0,--,0,--,0
1208,Michael,Knight,heather39@example.net,(979)738-0987x8896,False,0,True,44.0,False,False,--,0,--,0,--,0
1209,Robert,Lowe,smithjose@example.net,001-257-700-3085x223,False,0,True,14.0,False,False,--,0,--,0,--,0
1210,Cameron,Frazier,peggy50@example.org,+1-392-489-3995x31577,False,0,True,74.0,False,False,--,0,--,0,--,0
1211,Jennifer,Jones,leah83@example.org,640-443-7220,False,0,True,141.0,False,False,--,0,--,0,--,0
1212,Stephanie,Norman,littlesharon@example.com,+1-671-410-1462x733,False,0,True,28.0,False,False,--,0,--,0,--,0
1213,Ashley,Powell,margaret82@example.org,(936)426-4835,False,0,True,62.0,False,False,--,0,--,0,--,0
1214,William,Patton,monicakennedy@example.net,950-775-3686x6243,False,0,True,149.0,False,False,--,0,--,0,--,0
1215,Daniel,Lopez,joyce44@example.net,(835)245-8364,False,0,True,18.0,False,False,--,0,--,0,--,0
1216,Andrew,Villanueva,watersjeremy@example.net,+1-476-678-8185,False,0,True,47.0,False,False,--,0,--,0,--,0
1217,Veronica,Reyes,fullermegan@example.com,+1-983-903-9077,False,0,True,79.0,False,False,--,0,--,0,--,0
1218,Mario,Barry,garrettjeffery@example.org,376.830.9497,False,0,True,7.0,False,False,--,0,--,0,--,0
1219,Elizabeth,King,sarahdavid@example.org,+1-891-963-8272x65707,False,0,True,77.0,False,False,--,0,--,0,--,0
1220,Eric,Norton,williamssean@example.net,782-946-4343x8146,False,0,True,124.0,False,False,--,0,--,0,--,0
1221,Tammy,Smith,walkerkenneth@example.org,(778)826-1216x879,False,0,True,129.0,False,False,--,0,--,0,--,0
1222,Beverly,Carney,manningveronica@example.org,001-414-549-3228,False,0,True,55.0,False,False,--,0,--,0,--,0
1223,Paula,Erickson,lisameyers@example.org,(911)733-3436x4800,False,0,True,89.0,False,False,--,0,--,0,--,0
1224,Darryl,Neal,erin34@example.com,001-518-859-7748,False,0,True,55.0,False,False,--,0,--,0,--,0
1225,Donald,Freeman,tlee@example.net,6969623899,False,0,True,84.0,False,False,--,0,--,0,--,0
1226,Lisa,Booth,xfoley@example.org,+1-699-787-4324x866,False,0,True,62.0,False,False,--,0,--,0,--,0
1227,Cynthia,Cuevas,nicholas27@example.org,001-291-411-3961,False,0,True,120.0,False,False,--,0,--,0,--,0
1228,Kathy,Davies,rodriguezgregory@example.com,001-530-976-1597x78033,False,0,True,5.0,False,False,--,0,--,0,--,0
1229,Nichole,Grimes,deanna66@example.com,772-855-5363,False,0,True,150.0,False,False,--,0,--,0,--,0
1230,Gregory,Vincent,qatkinson@example.org,313.289.3008,False,0,True,69.0,False,False,--,0,--,0,--,0
1231,Benjamin,Weaver,rossheather@example.com,896-406-4863,False,0,True,54.0,False,False,--,0,--,0,--,0
1232,John,Ellis,gina24@example.org,928.908.4309,False,0,True,138.0,False,False,--,0,--,0,--,0
1233,Marcus,Arias,petersondavid@example.org,+1-322-412-3316x6993,False,0,True,143.0,False,False,--,0,--,0,--,0
1234,Nicole,Moore,qford@example.com,(568)205-8861x57631,False,0,True,81.0,False,False,--,0,--,0,--,0
1235,Caitlin,Ramos,millerariana@example.net,+1-385-540-6902x7626,False,0,True,104.0,False,False,--,0,--,0,--,0
1236,Rachel,Mann,hudsonchristy@example.com,+1-326-905-8847x0000,False,0,True,25.0,False,False,--,0,--,0,--,0
1237,Daniel,Oneill,robin86@example.org,(408)546-8182,False,0,True,146.0,False,False,--,0,--,0,--,0
1238,April,Thompson,lanecarolyn@example.net,347.766.6046,False,0,True,91.0,False,False,--,0,--,0,--,0
1239,Taylor,Fowler,alexanderoconnor@example.net,687-460-7143,False,0,True,143.0,False,False,--,0,--,0,--,0
1240,Jeffrey,Turner,cynthiareid@example.net,001-256-436-2501x00322,False,0,True,48.0,False,False,--,0,--,0,--,0
1241,Craig,Rush,zgardner@example.net,(624)476-4594x5826,False,0,True,106.0,False,False,--,0,--,0,--,0
1242,Sierra,Porter,jasonbowman@example.net,+1-721-516-9361x1400,False,0,True,17.0,False,False,--,0,--,0,--,0
1243,Heather,Thomas,loribenson@example.com,252-772-8716,False,0,True,21.0,False,False,--,0,--,0,--,0
1244,Patty,Estrada,cdelgado@example.com,001-989-881-4198x8164,False,0,True,119.0,False,False,--,0,--,0,--,0
1245,Ashley,Davenport,sparksjennifer@example.org,(969)258-4078,False,0,True,98.0,False,False,--,0,--,0,--,0
1246,Tammy,Goodman,zachary43@example.net,202.834.6436,False,0,True,43.0,False,False,--,0,--,0,--,0
1247,Steven,Watson,jfletcher@example.com,251.247.3451x5273,False,0,True,109.0,False,False,--,0,--,0,--,0
1248,Billy,Elliott,diazjustin@example.org,(980)815-1412,False,0,True,86.0,False,False,--,0,--,0,--,0
1249,Brenda,Henderson,dixonamy@example.com,519-761-6194x4256,False,0,True,150.0,False,False,--,0,--,0,--,0
1250,Troy,Cook,juliaanderson@example.com,001-710-559-6072,False,0,True,99.0,False,False,--,0,--,0,--,0
1251,Michele,Kramer,flynnmatthew@example.net,383-628-2677,False,0,True,98.0,False,False,--,0,--,0,--,0
1252,Laura,Hernandez,markparsons@example.org,+1-961-497-1774x1591,False,0,True,56.0,False,False,--,0,--,0,--,0
1253,Michael,Morgan,sarahprice@example.org,747-591-0310,False,0,True,88.0,False,False,--,0,--,0,--,0
1254,Amanda,Schultz,lucerochristopher@example.com,611.707.9573,False,0,True,112.0,False,False,--,0,--,0,--,0
1255,Katherine,Thompson,dawn05@example.org,001-628-601-8270,False,0,True,50.0,False,False,--,0,--,0,--,0
1256,Rhonda,Garrett,garciajason@example.com,(746)214-8682x80433,False,0,True,107.0,False,False,--,0,--,0,--,0
1257,Amy,Chavez,nguyenjoshua@example.net,898.650.4704,False,0,True,145.0,False,False,--,0,--,0,--,0
1258,Kristin,Reid,rosalesmary@example.org,(491)309-2274,False,0,True,74.0,False,False,--,0,--,0,--,0
1259,Michelle,Graham,nichole03@example.org,(214)874-4327,False,0,True,51.0,False,False,--,0,--,0,--,0
1260,Christian,Sanford,michael27@example.net,6316254904,False,0,True,47.0,False,False,--,0,--,0,--,0
1261,Sarah,Smith,lori31@example.com,834.573.5360,False,0,True,73.0,False,False,--,0,--,0,--,0
1262,Jerry,Ballard,lross@example.com,904.607.3251,False,0,True,95.0,False,False,--,0,--,0,--,0
1263,Brandon,Sanchez,ccarey@example.net,001-379-734-4311x83728,False,0,True,103.0,False,False,--,0,--,0,--,0
1264,Bill,Thomas,chloe48@example.com,+1-494-201-4400x591,False,0,True,47.0,False,False,--,0,--,0,--,0
1265,Randy,Gonzales,karenmartinez@example.net,+1-343-542-5650x32103,False,0,True,104.0,False,False,--,0,--,0,--,0
1266,Andrew,Farley,curtismorrow@example.org,(659)541-6554,False,0,True,116.0,False,False,--,0,--,0,--,0
1267,Crystal,Rush,ingramjames@example.org,316.331.1678x53915,False,0,True,69.0,False,False,--,0,--,0,--,0
1268,Diane,Lopez,robertbrooks@example.net,+1-849-618-3531x8997,False,0,True,13.0,False,False,--,0,--,0,--,0
1269,David,Lewis,tina68@example.org,(201)433-3905x73134,False,0,True,128.0,False,False,--,0,--,0,--,0
1270,Daniel,Ford,sosahayley@example.com,+1-829-979-8052x3593,False,0,True,38.0,False,False,--,0,--,0,--,0
1271,Blake,Navarro,robin00@example.org,+1-936-469-0424x948,False,0,True,146.0,False,False,--,0,--,0,--,0
1272,Brent,Baldwin,johnmann@example.com,620.340.8972,False,0,True,135.0,False,False,--,0,--,0,--,0
1273,Adam,Johnson,leeweaver@example.com,951.875.8072,False,0,True,82.0,False,False,--,0,--,0,--,0
1274,Jason,Townsend,heidi51@example.org,+1-373-515-7306x147,False,0,True,49.0,False,False,--,0,--,0,--,0
1275,Jesus,Mcconnell,lauren44@example.org,929-805-5538x157,False,0,True,26.0,False,False,--,0,--,0,--,0
1276,Philip,Whitney,johnsonjoanne@example.org,+1-780-659-2280,False,0,True,125.0,False,False,--,0,--,0,--,0
1277,Cameron,Skinner,combsashley@example.net,(547)798-2688x6409,False,0,True,56.0,False,False,--,0,--,0,--,0
1278,James,Solomon,nancy59@example.com,001-846-554-4302x578,False,0,True,17.0,False,False,--,0,--,0,--,0
1279,Zachary,Gutierrez,julie10@example.net,(781)570-0538x3447,False,0,True,11.0,False,False,--,0,--,0,--,0
1280,Sean,Beck,hroberts@example.org,001-617-229-7072x644,False,0,True,102.0,False,False,--,0,--,0,--,0
1281,Derrick,Myers,wardcassandra@example.com,+1-203-529-9064x277,False,0,True,140.0,False,False,--,0,--,0,--,0
1282,Margaret,Webb,jeremyballard@example.net,+1-449-496-5349x846,False,0,True,31.0,False,False,--,0,--,0,--,0
1283,Norman,Mendoza,evanballard@example.net,4565658696,False,0,True,117.0,False,False,--,0,--,0,--,0
1284,Emily,Bryant,jacob97@example.org,(891)909-0457,False,0,True,3.0,False,False,--,0,--,0,--,0
1285,Gregory,Bates,bmartinez@example.org,+1-513-236-5146x504,False,0,True,92.0,False,False,--,0,--,0,--,0
1286,Cassandra,Garrison,whitedaniel@example.org,+1-206-219-5930,False,0,True,4.0,False,False,--,0,--,0,--,0
1287,Eric,Hardy,vanessa07@example.org,901.977.4184,False,0,True,47.0,False,False,--,0,--,0,--,0
1288,Teresa,Flores,xwhite@example.com,7499439765,False,0,True,31.0,False,False,--,0,--,0,--,0
1289,Catherine,Davis,gwalker@example.net,+1-441-989-5817x7359,False,0,True,24.0,False,False,--,0,--,0,--,0
1290,Kenneth,Cunningham,victoriawashington@example.net,203-399-4202x216,False,0,True,19.0,False,False,--,0,--,0,--,0
1291,Tiffany,Brooks,copelandkaren@example.com,(238)257-8675,False,0,True,136.0,False,False,--,0,--,0,--,0
1292,David,Chavez,rodriguezbarbara@example.com,001-645-684-1215x09508,False,0,True,35.0,False,False,--,0,--,0,--,0
1293,Andrew,Kaufman,sandovalelizabeth@example.org,001-369-647-7699,False,0,True,115.0,False,False,--,0,--,0,--,0
1294,Brian,Scott,ysteele@example.com,001-214-915-3784x2532,False,0,True,60.0,False,False,--,0,--,0,--,0
1295,Belinda,Miranda,kristenmason@example.org,001-890-345-9600,False,0,True,56.0,False,False,--,0,--,0,--,0
1296,Ronald,Smith,kjackson@example.org,+1-443-860-9109,False,0,True,42.0,False,False,--,0,--,0,--,0
1297,Julia,King,colleen72@example.org,664-751-5441,False,0,True,18.0,False,False,--,0,--,0,--,0
1298,Vincent,Adams,jacksonshelly@example.org,+1-487-944-1681x07984,False,0,True,86.0,False,False,--,0,--,0,--,0
1299,Andrea,Keller,howardjohn@example.org,001-759-525-3863,False,0,True,140.0,False,False,--,0,--,0,--,0
1300,Vanessa,Oneill,roybauer@example.org,275-934-9954,False,0,True,57.0,False,False,--,0,--,0,--,0
1301,Jeremy,Jones,nicholasdickerson@example.org,+1-773-739-5780x37399,False,0,True,23.0,False,False,--,0,--,0,--,0
1302,Stephanie,Ruiz,jstewart@example.com,639-503-5396,False,0,True,148.0,False,False,--,0,--,0,--,0
1303,Brittany,Fitzpatrick,allenburton@example.com,+1-843-608-4832x406,False,0,True,48.0,False,False,--,0,--,0,--,0
1304,Andrew,Bell,trobinson@example.org,001-333-926-9675,False,0,True,15.0,False,False,--,0,--,0,--,0
1305,Alan,Lewis,dphillips@example.org,001-480-627-0670x352,False,0,True,34.0,False,False,--,0,--,0,--,0
1306,Cindy,Bryant,bowerskathy@example.net,604.739.2054x4772,False,0,True,135.0,False,False,--,0,--,0,--,0
1307,Sylvia,Ross,wesleysmith@example.org,(329)983-5198x47845,False,0,True,95.0,False,False,--,0,--,0,--,0
1308,Sherry,Cain,alexis21@example.com,274-434-7127,False,0,True,16.0,False,False,--,0,--,0,--,0
1309,Samantha,Hartman,roberthoward@example.net,(715)495-7259,False,0,True,89.0,False,False,--,0,--,0,--,0
1310,Brian,Parsons,perezconnie@example.com,+1-240-852-8750x85539,False,0,True,147.0,False,False,--,0,--,0,--,0
1311,Christopher,Johnson,reneewelch@example.com,376.730.4742x507,False,0,True,94.0,False,False,--,0,--,0,--,0
1312,Madison,Bridges,guerrerojennifer@example.org,+1-613-521-1542x1097,False,0,True,127.0,False,False,--,0,--,0,--,0
1313,Cynthia,Freeman,jcantrell@example.net,001-711-861-1575x0197,False,0,True,26.0,False,False,--,0,--,0,--,0
1314,William,Craig,monteserik@example.org,2089901139,False,0,True,55.0,False,False,--,0,--,0,--,0
1315,Blake,Mayo,antoniolawson@example.net,518.802.7735x2239,False,0,True,25.0,False,False,--,0,--,0,--,0
1316,Jared,Benitez,tinaford@example.com,361-722-3030,False,0,True,39.0,False,False,--,0,--,0,--,0
1317,Brian,Strickland,anthony73@example.com,829-621-9760x82640,False,0,True,16.0,False,False,--,0,--,0,--,0
1318,Justin,Fuentes,tiffany91@example.net,+1-259-295-1483x7101,False,0,True,51.0,False,False,--,0,--,0,--,0
1319,Lisa,Parker,nicole89@example.org,762-403-1698x1521,False,0,True,31.0,False,False,--,0,--,0,--,0
1320,Mark,Smith,yrussell@example.org,694.594.3218,False,0,True,112.0,False,False,--,0,--,0,--,0
1321,Erica,Carter,lauren66@example.com,279.834.2668,False,0,True,51.0,False,False,--,0,--,0,--,0
1322,Gabrielle,Thomas,brandoncollier@example.com,+1-755-538-2894x1350,False,0,True,102.0,False,False,--,0,--,0,--,0
1323,Susan,Torres,angelrush@example.net,884.238.3086x4087,False,0,True,15.0,False,False,--,0,--,0,--,0
1324,Julia,Callahan,jacqueline11@example.org,+1-827-803-7218,False,0,True,24.0,False,False,--,0,--,0,--,0
1325,Brittany,Boyer,williamwilliams@example.net,+1-657-436-9150x261,False,0,True,20.0,False,False,--,0,--,0,--,0
1326,Adrian,Reynolds,vickiestafford@example.org,(987)427-8054,False,0,True,107.0,False,False,--,0,--,0,--,0
1327,Christian,Henderson,mooresteven@example.org,569.353.3098x3569,False,0,True,109.0,False,False,--,0,--,0,--,0
1328,Lisa,Perez,laura13@example.net,675-810-0098x732,False,0,True,147.0,False,False,--,0,--,0,--,0
1329,Benjamin,Richardson,russell90@example.com,001-399-276-1045x9295,False,0,True,17.0,False,False,--,0,--,0,--,0
1330,Denise,Jones,caleblucero@example.org,+1-359-745-9243,False,0,True,150.0,False,False,--,0,--,0,--,0
1331,Donna,Woodward,tinanewman@example.com,+1-361-213-3604,False,0,True,125.0,False,False,--,0,--,0,--,0
1332,Ryan,Jimenez,ledwards@example.net,001-267-685-3560x0704,False,0,True,121.0,False,False,--,0,--,0,--,0
1333,Mark,Beasley,davidterry@example.com,001-498-920-7686,False,0,True,10.0,False,False,--,0,--,0,--,0
1334,Gary,Rodriguez,rosecorey@example.com,943.552.9990,False,0,True,85.0,False,False,--,0,--,0,--,0
1335,Gabrielle,Patterson,ramoscaleb@example.com,962-255-7600x13093,False,0,True,140.0,False,False,--,0,--,0,--,0
1336,Marie,Castillo,mrodriguez@example.org,(432)214-1734,False,0,True,34.0,False,False,--,0,--,0,--,0
1337,Melissa,Ruiz,kanthony@example.org,(909)677-4479,False,0,True,90.0,False,False,--,0,--,0,--,0
1338,Robert,Flynn,angela71@example.net,256-572-1524x94284,False,0,True,64.0,False,False,--,0,--,0,--,0
1339,Rebecca,Hall,haletristan@example.net,+1-712-204-4733,False,0,True,120.0,False,False,--,0,--,0,--,0
1340,Thomas,Rivera,zwilson@example.org,926.366.1053x39528,False,0,True,3.0,False,False,--,0,--,0,--,0
1341,Edwin,Hogan,laura01@example.net,2442336794,False,0,True,53.0,False,False,--,0,--,0,--,0
1342,Robert,Hansen,jacksoncynthia@example.net,349.759.2640x5862,False,0,True,144.0,False,False,--,0,--,0,--,0
1343,Stacey,Murray,ehaynes@example.net,455-319-7113,False,0,True,147.0,False,False,--,0,--,0,--,0
1344,William,Levine,richard23@example.net,+1-226-373-6398,False,0,True,77.0,False,False,--,0,--,0,--,0
1345,Tammy,Young,heather91@example.com,001-719-213-6092x16816,False,0,True,49.0,False,False,--,0,--,0,--,0
1346,Carla,Cowan,jessica02@example.com,866.491.9756x8006,False,0,True,54.0,False,False,--,0,--,0,--,0
1347,Erin,Stokes,martinjo@example.org,543.289.9385,False,0,True,56.0,False,False,--,0,--,0,--,0
1348,Carmen,White,shannon23@example.com,+1-203-317-8013x509,False,0,True,7.0,False,False,--,0,--,0,--,0
1349,Mark,Dalton,braunsavannah@example.com,(335)761-9239x6160,False,0,True,17.0,False,False,--,0,--,0,--,0
1350,Carol,Rojas,vluna@example.org,001-324-600-5937x775,False,0,True,144.0,False,False,--,0,--,0,--,0
1351,Gwendolyn,Daniel,robin32@example.net,713-826-5933,False,0,True,96.0,False,False,--,0,--,0,--,0
1352,Alejandro,Bishop,xlowe@example.net,+1-399-888-7084x588,False,0,True,127.0,False,False,--,0,--,0,--,0
1353,Lori,Cole,william15@example.org,(820)822-4096,False,0,True,61.0,False,False,--,0,--,0,--,0
1354,Brent,Tucker,holmesjennifer@example.net,353-541-8449x08640,False,0,True,37.0,False,False,--,0,--,0,--,0
1355,Lauren,Miller,bballard@example.org,303.760.0921,False,0,True,88.0,False,False,--,0,--,0,--,0
1356,Katherine,Conway,fallen@example.org,(523)922-7374,False,0,True,5.0,False,False,--,0,--,0,--,0
1357,Howard,Schneider,jeffrey39@example.net,304.404.7815x39378,False,0,True,103.0,False,False,--,0,--,0,--,0
1358,Craig,Abbott,richardsongregory@example.com,735-239-4987,False,0,True,11.0,False,False,--,0,--,0,--,0
1359,Anita,Warren,robinsonjohn@example.com,+1-716-234-0183,False,0,True,136.0,False,False,--,0,--,0,--,0
1360,Dustin,Leblanc,david60@example.com,(402)305-9715x91774,False,0,True,88.0,False,False,--,0,--,0,--,0
1361,Bobby,Clements,yolanda77@example.com,+1-780-313-8268x27553,False,0,True,99.0,False,False,--,0,--,0,--,0
1362,Mark,Thomas,griffinkaylee@example.org,884.639.6870x8438,False,0,True,105.0,False,False,--,0,--,0,--,0
1363,Andrew,Torres,samueltyler@example.org,253.832.5763x657,False,0,True,30.0,False,False,--,0,--,0,--,0
1364,Melissa,Madden,deborahjenkins@example.net,(460)282-0011,False,0,True,119.0,False,False,--,0,--,0,--,0
1365,Shelley,Wood,creid@example.org,7545335716,False,0,True,103.0,False,False,--,0,--,0,--,0
1366,Patricia,Beasley,iwalsh@example.net,706.355.0891x658,False,0,True,3.0,False,False,--,0,--,0,--,0
1367,Christie,White,ismith@example.com,798-921-8015x94466,False,0,True,49.0,False,False,--,0,--,0,--,0
1368,Megan,Rivas,garciamichael@example.org,883-676-6758x0392,False,0,True,91.0,False,False,--,0,--,0,--,0
1369,Dawn,Wood,vcampbell@example.org,990.855.2947,False,0,True,78.0,False,False,--,0,--,0,--,0
1370,Jared,Berg,yshaw@example.net,2132733664,False,0,True,10.0,False,False,--,0,--,0,--,0
1371,David,Campbell,yateschristine@example.com,001-859-723-1134x300,False,0,True,82.0,False,False,--,0,--,0,--,0
1372,Eric,Glover,rogerssharon@example.net,359-530-7263,False,0,True,127.0,False,False,--,0,--,0,--,0
1373,Michael,Williams,townsendcraig@example.org,001-296-362-0666x795,False,0,True,124.0,False,False,--,0,--,0,--,0
1374,Derrick,Santos,lindseynolan@example.net,353.745.6033x213,False,0,True,84.0,False,False,--,0,--,0,--,0
1375,Sherri,Moss,myu@example.net,(227)776-3928x668,False,0,True,44.0,False,False,--,0,--,0,--,0
1376,Sandra,Bradshaw,paigecain@example.net,340-751-4728,False,0,True,135.0,False,False,--,0,--,0,--,0
1377,Joseph,Robinson,patriciagoodwin@example.net,231-469-8104x680,False,0,True,34.0,False,False,--,0,--,0,--,0
1378,Austin,Dixon,christopherhernandez@example.org,+1-726-976-0536x65916,False,0,True,58.0,False,False,--,0,--,0,--,0
1379,Cassidy,Cooper,salazarkatelyn@example.net,820.904.6031x6290,False,0,True,138.0,False,False,--,0,--,0,--,0
1380,Jorge,Elliott,wjohnson@example.net,312.375.3632,False,0,True,44.0,False,False,--,0,--,0,--,0
1381,Zachary,Morrow,gwoods@example.org,262-876-6327x371,False,0,True,58.0,False,False,--,0,--,0,--,0
1382,Matthew,Gibbs,angelica28@example.net,8415857410,False,0,True,44.0,False,False,--,0,--,0,--,0
1383,Stephanie,Reese,oramsey@example.net,539.673.2672,False,0,True,68.0,False,False,--,0,--,0,--,0
1384,Kaitlin,Jones,steven16@example.net,284-648-3099,False,0,True,29.0,False,False,--,0,--,0,--,0
1385,Cody,Turner,nicholas02@example.com,549-753-5499x351,False,0,True,44.0,False,False,--,0,--,0,--,0
1386,Patricia,Martinez,stephen83@example.net,001-650-378-8374x53891,False,0,True,107.0,False,False,--,0,--,0,--,0
1387,Mark,Carson,gpayne@example.com,534.335.0726x508,False,0,True,21.0,False,False,--,0,--,0,--,0
1388,Ann,Walters,garciajennifer@example.net,932-902-9691,False,0,True,17.0,False,False,--,0,--,0,--,0
