,id,first_name,last_name,phone_number,email,purchasedate,moneyspent
572,580,Alexandra,Gardner,001-289-491-7763,amandasmith@example.org,2019-12-10,123.0
573,2136,Holly,Wilson,805.791.6753,victoria98@example.org,2023-05-07,43.0
574,2262,Darrell,Frey,001-987-325-5028,danielkeller@example.org,2021-05-02,89.0
575,1921,Douglas,Wood,(527)980-1855x780,michael07@example.org,2018-11-08,84.0
576,3451,Jennifer,Rose,2048949043,diane65@example.net,2019-01-02,48.0
577,612,Christopher,Love,528.518.8743,christy08@example.net,2021-03-28,137.0
578,1758,Leslie,Terry,001-512-316-3931x6925,donaldcooper@example.net,2020-05-15,30.0
579,3800,Jacob,Weaver,001-358-809-6877x05813,uzimmerman@example.com,2021-10-31,102.0
580,1874,Kelly,Mccoy,728.537.6605x40074,collinsjoshua@example.org,2023-04-06,109.0
581,2600,Eric,Williams,001-533-723-4426x4270,imitchell@example.net,2023-08-16,143.0
582,2802,Raven,Reeves,001-331-337-5290x649,khanshane@example.net,2019-08-25,113.0
583,407,Thomas,Singh,(540)813-2639,mbell@example.org,2022-09-15,114.0
584,3077,Charlotte,Lewis,(698)845-4130x37318,csalazar@example.org,2018-12-04,65.0
585,3168,Tina,Peters,+1-670-667-9394x761,leonardjennifer@example.com,2022-09-02,43.0
586,2833,Vanessa,Smith,865-837-3370x169,josewhite@example.com,2022-06-12,114.0
587,1382,Karen,Horton,(478)211-8639,marie18@example.com,2021-01-19,124.0
588,268,Paul,Dunn,+1-678-638-9811x095,brady16@example.org,2023-03-22,97.0
589,1820,Juan,Campbell,384.670.4709,xjohnson@example.net,2019-08-12,50.0
590,996,James,Price,001-311-428-0483x31750,cknight@example.org,2022-10-09,117.0
591,650,Julie,Rodgers,679-459-8225x8169,lawrencesmith@example.net,2023-06-13,7.0
592,3122,Virginia,Atkinson,(380)504-2034,tonycarr@example.org,2020-05-27,76.0
593,2928,Samuel,Hall,671.309.0248x5623,fergusonbrianna@example.net,2020-07-27,99.0
594,3987,Jessica,Phillips,3779387758,timothy68@example.com,2019-10-07,27.0
595,2471,Melissa,Hays,(908)860-6580,thomasjennifer@example.org,2022-08-23,66.0
596,2099,Raymond,Smith,611-958-2475x6055,millerjoanna@example.net,2020-03-17,47.0
597,3380,Rodney,Odonnell,+1-859-485-2194x341,lindseylaura@example.net,2019-01-26,85.0
598,2319,Beth,Brown,001-286-216-7434x31903,victoriaspears@example.com,2020-07-10,31.0
599,1198,Lori,Lawrence,353-954-5007x528,kevincummings@example.org,2021-10-01,134.0
600,3322,Daniel,Perez,(948)282-9860,psalinas@example.net,2018-10-29,35.0
601,1299,Stephen,Ellis,876.776.5642,donna31@example.com,2020-04-15,77.0
602,2692,Kelly,Garcia,361.486.1164x86724,coffeytracy@example.net,2019-01-07,143.0
603,3608,Samantha,Lutz,730-648-7483x39333,whitneybird@example.net,2020-05-25,84.0
604,51,Scott,Williamson,(566)869-5724x0902,mary10@example.com,2022-08-04,69.0
605,3649,Jose,Richardson,+1-327-617-1827x354,joshuawilson@example.net,2020-12-27,10.0
606,1831,Jeffrey,Cooper,001-762-999-0538,ramseylori@example.com,2019-10-10,117.0
607,1596,Gary,Clayton,(723)351-5749,andrewsmith@example.com,2023-05-13,113.0
608,2706,Denise,Griffin,278.833.1083x28888,qmoreno@example.com,2023-06-08,24.0
609,1379,Seth,Murray,+1-730-339-5185,maxwelljackson@example.net,2021-03-29,43.0
610,2268,Gabriel,Rhodes,+1-608-266-7237x74330,figueroalinda@example.com,2021-02-26,72.0
611,2376,Stephanie,Brown,+1-236-901-0259x1888,david11@example.net,2022-07-07,27.0
612,1348,Patricia,Moore,5489595004,adam67@example.org,2022-09-11,41.0
613,5,Jonathan,Martin,426-594-7694,halemonica@example.org,2020-10-26,55.0
614,2448,Kathryn,Cochran,(583)305-6342x03245,vanessamay@example.net,2021-06-08,55.0
615,3793,Lisa,Cook,573.408.1414x396,dsmith@example.com,2018-10-13,27.0
616,389,Peggy,Carlson,654-804-1117,angela19@example.org,2018-10-14,86.0
617,3850,Madison,Miller,262.284.1996x42926,tbowman@example.org,2023-06-11,67.0
618,2884,Tracy,Torres,+1-623-315-9818x4693,traceypatel@example.org,2022-05-29,78.0
619,3951,Diane,Rodriguez,689-294-2174x34217,millssally@example.org,2022-02-08,91.0
620,2121,Vicki,Rogers,458-867-3593,philip56@example.org,2023-01-06,46.0
621,1102,Christina,Goodwin,+1-657-312-5415x54807,jeanfinley@example.com,2022-01-30,26.0
622,1329,Sophia,Boone,6164707742,linda28@example.net,2019-08-04,140.0
623,3624,William,Rocha,001-916-644-9305x667,rodriguezchristopher@example.org,2020-03-31,129.0
624,1260,Bryan,Hayes,709-602-3742x00593,bowenandrew@example.net,2020-10-20,88.0
625,1757,Victoria,Greene,5537518383,moranaaron@example.org,2019-04-12,52.0
626,1268,Edward,Smith,997.565.2436x2253,sarahjones@example.org,2022-08-26,96.0
627,94,April,Martinez,+1-969-729-3894x64853,gwebb@example.net,2019-11-26,57.0
628,2067,Jose,Keith,533.365.3365x480,greenkaren@example.com,2019-01-30,35.0
629,64,Debra,Rogers,+1-546-539-0248x328,jasonpalmer@example.org,2020-03-11,51.0
630,2519,Donald,Rodriguez,001-898-437-9943x25047,cervanteschristina@example.net,2020-04-05,123.0
631,3056,Cynthia,Hernandez,495-824-9257,kimberlyross@example.org,2019-05-17,27.0
632,1638,Daniel,Andrews,(352)856-6700,dthompson@example.com,2023-08-09,62.0
633,2228,Kevin,Wright,5482228763,kenneth01@example.com,2022-09-02,79.0
634,2126,Lucas,Donaldson,975-682-2933x065,nnguyen@example.com,2022-07-22,56.0
635,3695,Angela,Gill,+1-392-732-4366x905,hallbarbara@example.com,2020-08-10,141.0
636,1404,John,Coleman,703.390.5130x1861,larrypena@example.com,2022-02-14,87.0
637,1706,Michael,Martin,792.946.7495x67846,xwilliams@example.org,2023-03-18,57.0
638,257,Michael,Duke,2477556537,evanskaren@example.org,2019-01-03,145.0
639,3047,Ronald,Duncan,(375)913-7056x21949,lopezelizabeth@example.net,2020-06-25,146.0
640,3414,Megan,Kennedy,407-347-9160,sarah52@example.net,2022-10-12,63.0
641,1830,Sheena,Garrett,+1-838-452-9415x917,xharper@example.com,2020-01-29,85.0
642,3883,Karen,Roberts,+1-698-854-2887,murphyrebecca@example.net,2021-12-30,130.0
643,3976,Franklin,Martin,(619)320-9610x8053,woodrobert@example.net,2019-10-21,28.0
644,1064,Matthew,James,001-379-458-9981,jacksondavid@example.net,2023-07-09,78.0
645,1425,Alyssa,Young,(713)583-4526x4561,alan03@example.com,2023-01-14,26.0
646,3483,Emily,Price,001-642-473-2649x2866,ywilcox@example.com,2019-11-09,15.0
647,2749,Kyle,Davidson,911.540.6494x605,brookesullivan@example.org,2020-10-04,24.0
648,1030,Cassandra,Wells,(603)701-6147,jonathan55@example.org,2019-05-15,29.0
649,1197,Robert,Johnson,430-335-7429,hornphilip@example.com,2023-02-04,48.0
650,3079,William,Reed,+1-406-724-0543x871,hooperjeffrey@example.com,2020-01-14,81.0
651,2110,Teresa,Boyle,902-814-3727x241,wilsonandrea@example.org,2023-06-15,57.0
652,3979,Alexis,Lynch,+1-465-630-3443,pzamora@example.net,2019-09-16,122.0
653,721,Mark,Berry,373.562.5958x91668,josephhull@example.org,2021-02-28,21.0
654,2899,Morgan,Stewart,(883)284-3409x92559,hannah24@example.com,2020-06-29,7.0
655,3845,Lindsay,Blanchard,(964)258-7187,anna62@example.org,2019-06-13,53.0
656,2579,Ronald,Vasquez,400.787.7747x19289,reneewilkerson@example.net,2023-03-16,17.0
657,2427,Timothy,Martinez,(701)863-3691x4979,rodriguezjustin@example.com,2021-04-28,42.0
658,1700,Keith,Anderson,700-971-9819x16238,milescolleen@example.org,2022-06-23,51.0
659,1884,Melissa,Smith,+1-743-559-0903x165,lrowe@example.com,2021-06-05,63.0
660,3247,Brandi,Price,912-566-5289x197,evanscrystal@example.org,2020-10-31,61.0
661,632,Robert,Flowers,613.311.9858,leejames@example.org,2023-03-05,0.0
662,1642,Sean,Foster,574.885.3996,meyersstephanie@example.org,2023-05-10,111.0
663,1009,Charles,Andrews,001-862-251-9775x5797,derek78@example.net,2019-05-19,14.0
664,2741,Jason,Ball,+1-431-360-9985x472,jenniferwilliams@example.net,2022-05-11,126.0
665,1665,Emma,Turner,+1-278-980-4199x9072,kristenbennett@example.com,2020-03-31,136.0
666,2824,Nicole,Marshall,(570)926-0161x4720,phamilton@example.org,2022-07-13,40.0
667,1889,Evan,Simmons,574.895.9582x694,wbrown@example.org,2021-01-07,123.0
668,1612,Laura,Smith,+1-398-733-0942,radams@example.org,2020-06-19,25.0
669,3870,Katherine,Bright,001-765-696-2837x4964,qsharp@example.com,2020-01-07,71.0
670,2780,Jennifer,Wells,001-281-780-9652x0137,jessica14@example.net,2018-12-09,90.0
671,826,Mitchell,Young,579.688.0938x007,jamesgill@example.com,2019-06-19,143.0
672,3149,Joseph,Murphy,001-347-909-4211x492,john00@example.org,2021-06-16,23.0
673,932,Danny,Cox,(549)992-1853x234,hcook@example.net,2022-03-01,71.0
674,484,Jonathan,Hayes,(644)556-1771x41675,santiagojames@example.net,2023-01-29,17.0
675,26,Stephen,Hunter,001-987-505-9423x9930,allensandra@example.com,2022-09-21,139.0
676,1189,Anthony,Gallagher,519.527.5575x002,robinrodriguez@example.com,2022-11-06,107.0
677,1633,Douglas,Holder,859.789.6453,jordan15@example.com,2020-03-03,37.0
678,3196,Carrie,Torres,(780)675-3538x8007,tracy19@example.net,2019-04-15,144.0
679,2158,Steven,Meyer,992-732-2053x5062,jaredhenderson@example.com,2020-04-04,34.0
680,1330,Nicholas,Lynn,443.965.3574,chanjennifer@example.com,2019-12-09,118.0
681,1271,Wanda,Brown,+1-870-701-7006x7860,jennifer80@example.net,2023-01-31,38.0
682,2209,Nicole,Hernandez,229-574-7181x30997,lrojas@example.com,2021-01-26,48.0
683,1474,Carla,Arnold,001-939-654-5061x34237,adkinsjohn@example.net,2020-12-23,138.0
684,50,Troy,Smith,+1-925-352-3536,vharris@example.org,2021-02-21,126.0
685,3512,Nicholas,Baxter,+1-610-728-2730x6541,josegutierrez@example.com,2023-05-20,41.0
686,2626,Margaret,Sanchez,(794)270-7306x46001,katherine49@example.com,2019-02-27,122.0
687,1789,Ricky,Kaufman,(995)227-6469,wstevens@example.org,2020-06-15,5.0
688,1313,Jessica,Olson,(567)854-9092,james62@example.com,2022-03-17,141.0
689,2550,Deborah,Johnson,798.208.8814x747,kristinastevenson@example.org,2022-09-23,57.0
690,416,Amanda,Stewart,259.762.4853x745,acarlson@example.org,2020-10-17,100.0
691,1019,Dustin,Johnson,793-452-5733,brownjeffrey@example.net,2022-03-03,65.0
692,2583,Joseph,Lin,647-936-2982x716,williamsjames@example.org,2019-05-14,17.0
693,2729,Sandra,Cole,2243489487,hintoneduardo@example.com,2023-07-09,113.0
694,1898,Tina,Walters,5802659513,myerscorey@example.net,2021-08-27,114.0
695,3902,Dylan,Bartlett,001-939-732-4448x7262,fprice@example.com,2022-02-12,50.0
696,2737,Alvin,Walker,380.689.4336x28589,tammie71@example.com,2023-04-26,118.0
697,3283,Eric,Anderson,+1-302-578-4872x2819,fwhite@example.com,2019-07-18,76.0
698,3360,Matthew,Hooper,(681)739-9062x81623,warrenrichard@example.com,2021-08-06,22.0
699,2371,Haley,Gaines,375-435-3763,latoya52@example.org,2023-06-14,136.0
700,2628,Andrea,Garcia,9589027465,robertgomez@example.com,2018-11-13,103.0
701,2113,Ryan,Cantrell,(571)868-4824,stevenbeard@example.org,2018-10-11,35.0
702,2606,Michael,Nguyen,+1-294-698-6788x2183,elizabethtaylor@example.net,2019-07-11,60.0
703,798,Taylor,Brown,001-770-740-9719x43299,dsimpson@example.net,2020-11-24,111.0
704,3752,Rebecca,Lamb,418.614.5402,christopherpeterson@example.org,2019-05-26,52.0
705,3395,David,Murphy,(562)205-5489x545,marshalljulia@example.net,2021-07-08,114.0
706,2988,Blake,Boyle,001-332-580-9085x0946,kathryn94@example.net,2020-05-25,147.0
707,3191,George,Powell,001-636-899-7481x934,hbryant@example.org,2019-08-07,79.0
708,2221,Anthony,Taylor,+1-248-976-8931x06109,edgar17@example.org,2019-11-17,15.0
709,2787,Ernest,Rhodes,+1-804-236-4169x457,joseph20@example.com,2019-04-24,32.0
710,2023,Dawn,Atkinson,(867)432-4502,crystalgutierrez@example.net,2022-08-22,3.0
711,2467,Amanda,Sandoval,(425)361-1984x4810,mperkins@example.com,2022-02-08,122.0
712,3810,Joseph,Anderson,001-245-241-1707x5322,barbarahall@example.net,2022-06-21,11.0
713,2267,Adrian,Alexander,338.393.3598x562,stevenhamilton@example.net,2020-05-06,127.0
714,3836,Jillian,Martin,401-427-9368x369,andrewkim@example.com,2023-03-11,79.0
715,1256,Kathy,Shields,001-750-455-3173,pamelajohnson@example.com,2021-02-16,35.0
716,2993,Brandi,Phillips,(452)852-2269x10732,vbennett@example.com,2020-05-05,27.0
717,3292,Danny,Johns,+1-944-610-7140x89951,rachel40@example.net,2021-09-16,51.0
718,2515,Nancy,Williams,+1-890-205-4371x029,progers@example.com,2023-07-17,104.0
719,2252,Katherine,Mendoza,973-250-7257x34975,shelbyosborne@example.org,2020-03-18,104.0
720,154,Kevin,Bond,+1-445-456-4931x8046,rachelnolan@example.net,2021-02-09,144.0
721,1991,Ashlee,Waters,(885)373-6397x148,uspencer@example.org,2022-02-07,137.0
722,2489,Sharon,Cook,+1-340-743-5163x238,jasonrobinson@example.com,2019-01-04,18.0
723,2848,Thomas,Bolton,622-346-7025x56108,ihuff@example.com,2020-02-22,34.0
724,1661,Dana,Roberts,(566)411-2229x843,christophermaldonado@example.org,2021-05-09,134.0
725,1952,Peter,Whitehead,+1-727-676-3433x65296,heather01@example.org,2019-02-26,82.0
726,3993,Charles,Cox,966-410-4794,kathy79@example.com,2020-05-07,13.0
727,811,Mackenzie,Vasquez,+1-637-490-2549x882,whitekatherine@example.com,2022-04-16,137.0
728,3495,James,Gilbert,207.831.5927,barnesmorgan@example.net,2022-02-17,58.0
729,1134,Martha,Simon,001-632-736-4219x47736,robertsroger@example.net,2018-12-15,32.0
730,1239,Gary,Lee,+1-256-404-6658x0046,tami05@example.com,2021-08-27,44.0
731,3517,Richard,Russo,706.342.6432,courtneyross@example.com,2023-07-28,114.0
732,2770,Nicole,Short,001-548-971-4502x364,zsaunders@example.net,2020-02-17,80.0
733,1752,Annette,Thompson,001-648-472-0683x4284,pmartinez@example.net,2020-03-18,52.0
734,59,Brian,Carter,708-844-6405x350,josephrose@example.org,2021-10-26,62.0
735,2856,Douglas,Cruz,(383)354-5553x2655,aguilarmegan@example.com,2019-12-13,34.0
736,46,Matthew,Stone,3204431129,bdunn@example.com,2022-10-17,85.0
737,3249,Christopher,Brooks,+1-378-765-3452x328,joseph77@example.org,2019-05-02,1.0
738,3471,Brooke,Smith,(787)590-1713,kimlindsey@example.com,2022-06-19,117.0
739,3518,Michael,Brown,+1-219-660-8420x4826,fjackson@example.net,2018-10-17,67.0
740,2311,Julie,Duncan,800.747.8835x922,mccanngary@example.org,2019-04-07,65.0
741,1300,Robert,Boyd,258.556.6397,cglass@example.org,2021-02-06,12.0
742,3735,Brandon,Becker,(650)615-1688,carlpham@example.org,2020-06-09,46.0
743,537,Jenna,Hernandez,3176298573,kathyrogers@example.net,2019-11-05,5.0
744,3348,Kayla,Wu,304-329-5115x9092,nbell@example.org,2023-03-20,35.0
745,3528,Michael,Hatfield,+1-275-786-8379x3157,larryfaulkner@example.com,2019-01-10,80.0
746,262,Gerald,Vasquez,(947)526-3950x55407,emilymiller@example.org,2018-11-20,128.0
747,298,Grace,Wilcox,+1-913-846-5749,martinwinters@example.net,2023-03-10,28.0
748,357,Alejandro,Smith,001-745-949-2196,shawnrodriguez@example.com,2019-09-27,143.0
749,950,Amanda,Young,993-336-0054,dennis46@example.org,2020-11-24,82.0
750,1269,Toni,Sanchez,001-259-557-1576x34185,maria61@example.com,2021-07-03,130.0
751,1735,Jacqueline,Rogers,001-861-826-3159,bhamilton@example.net,2020-06-16,59.0
752,552,Shaun,Wilson,229.836.1177,reedkaren@example.org,2019-08-14,26.0
753,2240,Jason,Sandoval,+1-823-834-3839,danawheeler@example.com,2023-06-27,16.0
754,3580,Natalie,Turner,+1-200-501-1825,kimberlysmith@example.net,2019-05-20,86.0
755,1080,Michael,Hardin,448-346-9518x430,leahcohen@example.net,2021-10-18,147.0
756,1833,Norma,Velasquez,001-516-640-8029x428,ochoajason@example.org,2019-06-27,42.0
757,1015,Matthew,Johnson,+1-511-456-6878,chudson@example.net,2018-12-20,119.0
758,713,Bryan,Gallagher,+1-941-525-8393x292,nicole37@example.com,2022-08-07,132.0
759,417,George,Johnson,256-657-5330,robert79@example.net,2020-02-20,59.0
760,181,Katie,Kelly,627-387-1727,jasonpeterson@example.com,2020-10-03,7.0
761,1445,Antonio,Oliver,+1-981-606-0593x0345,ygonzalez@example.com,2022-09-13,84.0
762,1481,James,Gates,(296)882-9437x07355,brittanyrosario@example.org,2022-06-16,26.0
763,1469,Amy,Roth,493-337-8019,hhiggins@example.net,2023-05-21,149.0
764,1377,Lisa,Pierce,+1-877-999-3316x678,william14@example.org,2020-06-30,79.0
765,3447,Patrick,Duran,+1-904-739-3626,christinawilliams@example.com,2023-01-09,70.0
766,3003,Emily,Brown,(924)220-9920x36492,jonathanmills@example.com,2021-04-20,47.0
767,1935,Gregory,Meyer,(892)984-0093,lhouston@example.net,2023-03-31,75.0
768,558,Tonya,Duke,(918)930-0361x37069,nicolepage@example.net,2023-03-06,125.0
769,2296,Eric,Moore,934-920-0782x7439,hannahlong@example.com,2021-03-29,16.0
770,2536,Aaron,Baker,770-422-8648,smithevelyn@example.org,2023-03-06,126.0
771,618,Dawn,Pratt,(520)808-7679,joseph41@example.com,2022-10-18,118.0
772,1442,Thomas,Kramer,+1-970-958-0436x100,bryanmatthew@example.com,2021-01-15,52.0
773,2183,Jason,Zamora,001-378-982-3071x80766,julie14@example.com,2020-11-21,57.0
774,3504,Matthew,Peters,976-305-7089x562,slee@example.net,2019-09-02,10.0
775,2354,Kristopher,Villegas,+1-224-232-6502x10445,christopherhodge@example.com,2019-01-09,63.0
776,2801,Angela,Harris,(507)357-4889x1926,jamesharrell@example.net,2020-11-24,14.0
777,16,James,Miller,2945573599,phelpsjeremiah@example.net,2022-10-11,83.0
778,434,Kaitlyn,Gomez,650.886.4179x4844,harry02@example.net,2020-06-13,59.0
779,3214,Scott,Cortez,+1-582-464-0526x86610,david80@example.com,2022-12-24,109.0
780,2984,Corey,Mckinney,+1-247-317-8658x217,wyattheather@example.com,2020-09-16,103.0
781,85,April,Brooks,001-319-852-5282x077,barrerasara@example.net,2022-01-20,63.0
782,2602,Michael,Bird,(362)556-7616,moralesmichele@example.org,2023-06-02,0.0
783,1140,Carl,James,+1-513-211-6691x0908,mark48@example.org,2020-10-15,141.0
784,2385,Joseph,Perry,(687)523-8838,johnsonchristopher@example.net,2022-09-19,53.0
785,2897,Zachary,Gonzalez,001-729-415-5676,patriciaforbes@example.com,2023-06-25,19.0
786,3854,Jill,Mcdowell,001-811-493-3965x18849,freemanmichael@example.com,2019-07-09,35.0
787,1710,Sally,Cross,+1-978-924-0262x6372,pamelabeck@example.com,2018-11-05,109.0
788,3936,Brenda,Williams,702.441.5046,lisa08@example.net,2021-04-01,131.0
789,2473,Elizabeth,Mora,001-286-932-1454x238,scottmeza@example.com,2019-04-08,140.0
790,1447,Keith,Chavez,+1-853-255-5211x07588,martinkimberly@example.net,2023-07-31,23.0
791,2598,Mary,Mcguire,606-813-5949,tammie93@example.org,2022-01-08,48.0
792,2562,Eric,Maynard,7323537879,jamesamanda@example.net,2023-06-19,87.0
793,3383,Jeffrey,Black,001-840-529-3645x64979,yangmary@example.org,2023-02-03,30.0
794,72,Kenneth,Williams,712-462-5796x7580,joseph09@example.org,2023-07-10,35.0
795,3275,Heidi,Marquez,4885375810,heidicrawford@example.org,2020-04-23,133.0
796,1871,Lynn,Williams,001-836-697-5773x4203,brandonnielsen@example.net,2020-08-17,95.0
797,2396,Taylor,Bailey,(401)382-9790,xpratt@example.com,2020-11-24,57.0
798,3797,Craig,Mendez,001-716-872-4318,zwagner@example.org,2022-06-03,22.0
799,1297,Erica,Foster,8042684237,zbanks@example.com,2020-10-28,46.0
800,1525,Wayne,Lutz,(948)571-1162x050,wellsrachel@example.com,2023-06-28,121.0
801,1384,Sandra,Taylor,453-273-5648x805,anthony17@example.net,2019-07-21,122.0
802,2679,Richard,Beasley,(410)838-8340x862,andrewtorres@example.net,2021-02-24,88.0
803,883,Lynn,Russell,(685)585-8598,masoncheryl@example.org,2021-04-18,143.0
804,1154,Mario,Castillo,749.971.8047x9441,john03@example.com,2021-02-08,106.0
805,1912,Robert,Silva,+1-895-280-4150x0385,robert84@example.net,2022-10-09,102.0
806,3004,Walter,Ball,001-744-596-3065x41874,luisboyer@example.net,2020-11-25,142.0
807,2130,Brian,Joyce,673.604.2924,tiffany31@example.com,2022-12-15,17.0
808,3667,Denise,Lester,+1-350-544-4866x31180,jodymurray@example.net,2021-06-03,107.0
809,96,Ruben,Saunders,567-379-0172x3969,kimberly85@example.org,2019-02-15,137.0
810,454,Emily,Hammond,+1-443-885-5228x6398,adamlin@example.org,2020-10-14,111.0
811,9,Dustin,Jones,(555)541-7747x89040,rushlori@example.com,2019-02-05,9.0
812,1860,Jennifer,Lucas,(203)862-7819,andrew72@example.com,2019-03-26,103.0
813,1982,Rebecca,Hunter,3107897501,charlesreeves@example.net,2023-07-18,73.0
814,1290,Amanda,Graves,(276)867-1265,foleystephanie@example.net,2022-11-24,4.0
815,1370,Rachel,Diaz,+1-435-259-5544x86778,gregoryjones@example.net,2023-04-28,150.0
816,144,Kara,Leonard,(819)330-1824,pcollins@example.net,2022-12-08,40.0
817,2266,Joan,Rose,332-805-4241x9918,moorenatalie@example.net,2019-03-02,41.0
818,3630,Jessica,Rasmussen,709-524-4331x0461,jesusspencer@example.net,2022-04-20,88.0
819,3675,Jose,Lane,001-587-684-6409x86871,cdowns@example.org,2022-12-02,119.0
820,512,Angelica,Collins,850-674-7195,ernest61@example.com,2020-11-27,11.0
821,1968,Christopher,Miller,001-393-548-6500,nathandurham@example.net,2022-06-09,131.0
822,2895,Dana,Davis,001-935-423-9413x660,mary40@example.net,2021-04-12,147.0
823,3915,Ryan,Leach,(412)914-7263x921,nicholas21@example.org,2019-08-08,58.0
824,916,Zachary,Mack,+1-216-989-6787x9527,christopher71@example.net,2022-04-16,71.0
825,296,John,Davis,+1-236-895-4867,kristycurtis@example.net,2023-03-10,60.0
826,867,Stephanie,Anderson,720-725-9247,pharris@example.org,2018-12-05,114.0
827,2072,James,Bonilla,+1-379-843-8811,alexis15@example.org,2021-11-25,120.0
828,1523,Susan,Huynh,8716875744,bernardveronica@example.org,2021-08-18,85.0
829,3513,Bobby,Bennett,001-375-691-6553x5575,spencerchristina@example.com,2023-07-19,114.0
830,252,Greg,Thompson,368.572.6009x70529,cmiller@example.com,2022-04-14,78.0
831,1090,Katherine,White,(741)528-8221,timothy17@example.com,2020-06-01,58.0
832,3869,Jeremy,Branch,9145937186,elopez@example.net,2022-09-04,63.0
833,3442,Courtney,Kirk,429-763-6124x6619,antonio31@example.net,2020-12-31,85.0
834,3989,Andrew,Ramirez,994-915-8235x98724,shepherdjonathan@example.com,2018-10-18,67.0
835,2152,Garrett,Williams,(264)531-4938x877,dunnkimberly@example.org,2020-12-22,139.0
836,797,Todd,Ward,5347286783,ucurtis@example.com,2023-03-23,26.0
837,2923,Roberto,Graham,974.318.9889,delacruzjennifer@example.net,2020-08-14,109.0
838,3888,Brian,Roberson,001-405-712-7882x75713,ramirezgary@example.org,2021-07-17,99.0
839,2523,Stephanie,Robertson,642.929.1608x2119,smithtina@example.com,2018-12-04,56.0
840,602,Michael,Jones,835-801-6437x9010,lisa84@example.com,2022-09-07,97.0
841,1206,Earl,Kirby,867-470-5449,johnbarr@example.org,2022-09-29,75.0
842,2468,Charles,Scott,731.378.7706x86739,gregoryrodriguez@example.org,2023-04-09,140.0
843,29,Jennifer,Jacobs,(309)652-7198,kcarlson@example.org,2023-05-26,96.0
844,1950,Susan,Quinn,001-584-288-8635x644,spearsmario@example.net,2021-01-05,86.0
845,3733,Sandra,Shepherd,5056540105,burtonkristen@example.net,2020-04-15,82.0
846,1141,Dustin,Jackson,+1-974-322-1742x1265,koliver@example.net,2020-12-31,65.0
847,3946,Jesse,Newton,+1-476-904-4783x1296,csingh@example.org,2023-05-29,84.0
848,2644,Vincent,Bryant,(510)894-4437x243,robert17@example.com,2021-06-29,67.0
849,347,Brittany,Daniels,468.741.1006x3255,dlopez@example.net,2022-10-23,30.0
850,672,Jill,Williams,001-659-852-0886x3761,donald69@example.org,2022-04-27,86.0
851,780,Tammy,Flowers,+1-512-954-9351,shanemitchell@example.com,2022-07-11,59.0
852,2442,Mark,Richardson,+1-950-251-5326x0047,kathy01@example.com,2020-06-19,65.0
853,3705,Cheryl,Gallagher,930-916-8541,hernandezjohn@example.com,2022-10-17,75.0
854,2945,Joshua,Johnson,281.261.4096,darius10@example.org,2019-08-09,70.0
855,1455,Chelsea,Beasley,494.797.9641x0611,kristinschultz@example.com,2020-02-17,77.0
856,1119,Madison,Bell,215-292-0052,conleymonique@example.net,2020-09-05,34.0
857,1499,Martin,Stevens,754-708-5320x317,rjohnson@example.org,2022-08-01,20.0
858,2166,Phyllis,Washington,448-813-3445,lgomez@example.org,2022-08-28,20.0
859,2094,Elaine,Gomez,001-632-588-8026,garciaaaron@example.org,2023-09-22,88.0
860,88,Russell,Burns,967-559-5824x4505,bmiller@example.com,2021-03-04,82.0
861,3401,Melanie,Garza,393.255.5300x033,donnaharris@example.com,2022-03-01,82.0
862,3934,Linda,Best,(469)616-7979x95616,bmorgan@example.org,2021-09-29,132.0
863,3794,Michele,Montoya,+1-217-963-2880x651,carmenmurillo@example.com,2020-02-27,80.0
864,1360,Hector,Hart,3368159248,gerald99@example.org,2018-10-18,90.0
865,1711,Brian,Davis,+1-661-362-4891x468,srobinson@example.net,2021-04-17,37.0
866,3576,Jerome,Coleman,678-501-6493,durananita@example.com,2022-02-18,121.0
867,3931,David,Thomas,(315)327-3076,garciabecky@example.org,2019-03-13,56.0
868,1151,Paula,Jennings,001-836-985-0560x728,gweiss@example.com,2023-01-27,28.0
869,267,Javier,Carter,(761)548-8477x015,hlevy@example.net,2023-03-21,27.0
870,2565,Matthew,Walker,287.379.1018x0145,natalie29@example.net,2019-12-06,122.0
871,2711,Kurt,Decker,906-713-3559x3879,georgelynn@example.net,2022-09-24,38.0
872,3311,Amy,Wilson,893-545-4726x1688,sarah11@example.net,2022-02-06,13.0
873,2214,Alicia,Woods,571-306-7386,grantjudy@example.com,2019-04-24,87.0
874,373,Elizabeth,Skinner,001-977-871-9914x0542,austinsheppard@example.org,2021-12-03,19.0
875,1992,William,Jones,001-858-668-1463x233,burgessmark@example.net,2019-12-28,27.0
876,1797,Todd,Ross,492.427.1687,simmonsjonathan@example.net,2021-05-23,72.0
877,3199,Joshua,Sullivan,446.306.7280x9565,evanscindy@example.org,2023-08-15,79.0
878,2767,Wayne,Smith,523.757.4470,brian66@example.net,2022-11-03,145.0
879,1903,Christina,Evans,390.598.5960x04545,usanchez@example.com,2019-05-16,100.0
880,3729,Theodore,Cook,242-444-2573,deborah86@example.org,2023-05-06,41.0
881,3942,Ronald,Alexander,2604712458,pagedavid@example.org,2023-07-19,0.0
882,571,Sabrina,Roberts,385.733.5477x22954,alexandrialester@example.org,2021-01-20,5.0
883,856,Nicole,Daniels,427.460.3690x99534,hunterdebbie@example.com,2022-12-21,49.0
